WKT,ID,NOMBRE,ROMANO,PERIMETRO,AREA
"POLYGON ((-58.402125709358394 -34.604932532961413.-58.402042723102326 -34.606259301692859.-58.401973665917794 -34.607363764352755.-58.401973521416934 -34.607366069267378.-58.401968079895227 -34.607470999786109.-58.401908214209271 -34.608621294249481.-58.401862682647391 -34.609559770404864.-58.401853301463028 -34.609753139331858.-58.40178131232566 -34.609887544376363.-58.401782629332388 -34.609887619853581.-58.401783816600123 -34.609887688955908.-58.403323234422174 -34.609974504858933.-58.40457428821194 -34.61004236383679.-58.405544945238582 -34.610096133655773.-58.405965881275236 -34.610120768197426.-58.407665032460294 -34.610237677378677.-58.408404743031788 -34.610297102797034.-58.408581847882459 -34.610311329606205.-58.408882258054291 -34.610335476887272.-58.409164099011591 -34.610360672672584.-58.409341029072444 -34.610372442776786.-58.409994216893139 -34.610415894922575.-58.410346416939241 -34.610439568773494.-58.411733238821846 -34.610539667000353.-58.413100474638725 -34.61063812071081.-58.41446703125925 -34.610736419107468.-58.415823285609207 -34.610834768551832.-58.415985545404936 -34.610846732517103.-58.416972649711248 -34.610916897865827.-58.417339844422997 -34.610942458287006.-58.41753191696241 -34.610955839327396.-58.418166991686029 -34.610999524964576.-58.41847285941256 -34.611022172258735.-58.419286124074858 -34.611088207375133.-58.41971232476341 -34.611122811375438.-58.419717791295355 -34.611123255007634.-58.419888634058111 -34.611166888944716.-58.420685052325929 -34.611370291175227.-58.421009362312986 -34.611480335892075.-58.42121188591404 -34.611548999198625.-58.422402619353988 -34.612075755225234.-58.423563693321476 -34.612589435409973.-58.423575218866581 -34.612594534051617.-58.423582550827426 -34.612597777984817.-58.423582593387898 -34.612597696868768.-58.424236709118084 -34.611562666379527.-58.424408128963229 -34.611294541527855.-58.424465070455341 -34.61120547174702.-58.424473328879714 -34.611114014100941.-58.42449994727059 -34.610819228588902.-58.424550426358486 -34.610260182153461.-58.424563101885589 -34.610110321476753.-58.424671863894133 -34.608825097194853.-58.424672433584824 -34.608802325153604.-58.42467672240079 -34.60863079566434.-58.424677940320358 -34.608582761822809.-58.424682186952857 -34.608415226602212.-58.424656223793946 -34.60787178165026.-58.424627598930577 -34.60727263211519.-58.424614949670698 -34.607008008097395.-58.424602440874516 -34.606746333628728.-58.42457124104839 -34.60609362669144.-58.424553776077609 -34.60597317775661.-58.424552052405517 -34.605961291704062.-58.425427985599789 -34.605959942534355.-58.426111256572504 -34.605955431196982.-58.427437254598715 -34.605946807207282.-58.427576259236325 -34.60594656515034.-58.429098666276133 -34.60594403627627.-58.430120483274692 -34.605942297773822.-58.430669112163372 -34.605941360402113.-58.430909849531545 -34.606038468110754.-58.432062312222158 -34.606503333718528.-58.432075302675912 -34.606508573456445.-58.432237126989811 -34.606484315597307.-58.432311365396991 -34.606473186878013.-58.432590026780098 -34.606489174528669.-58.43287382546351 -34.60650519795508.-58.433206981618504 -34.606548819491969.-58.433883468641746 -34.606637391866471.-58.433889967469788 -34.606602950203879.-58.433911031277646 -34.606491329611735.-58.434076800620183 -34.606311327201659.-58.434464773022349 -34.605848201671897.-58.43496046413847 -34.605420727108715.-58.435512786061885 -34.605310757392154.-58.435705851508857 -34.605290633193633.-58.436373510498555 -34.605332665492284.-58.436601918504728 -34.605431487384962.-58.436677716704878 -34.605325648119397.-58.436784170397132 -34.605175068629762.-58.436938751026815 -34.604944665685736.-58.437022653733123 -34.604815296659048.-58.437091222674425 -34.60470602291182.-58.437102433025949 -34.604689347680342.-58.437126365442388 -34.604653749333913.-58.437189096591062 -34.604560440651277.-58.437174557582786 -34.604553053896595.-58.437057353965109 -34.60449347192889.-58.437053290287402 -34.604491405870441.-58.437052273267888 -34.604490921582148.-58.437024556489597 -34.604477733961801.-58.436852153900006 -34.604395704170109.-58.436616162599655 -34.604283418067318.-58.436699090700237 -34.604191863646555.-58.436976821080258 -34.603885240094193.-58.437739705127107 -34.60304290228872.-58.437010525225858 -34.602573827732357.-58.436496217584228 -34.602242972756386.-58.436477039687425 -34.602230635097982.-58.437288198424433 -34.601409860140564.-58.438083828983821 -34.600604893262037.-58.438105305037261 -34.600583164705753.-58.438104732808739 -34.600582804013278.-58.437976550515799 -34.60050187901642.-58.43760026368286 -34.600264317054425.-58.436933526518402 -34.59983768287654.-58.436110182811355 -34.599310832731256.-58.435930451536123 -34.599195822480411.-58.435015086702101 -34.598610147138437.-58.434856464385533 -34.598508654517076.-58.433778406794858 -34.597818799678336.-58.432700963199949 -34.597129287857236.-58.431622601222458 -34.596439201912119.-58.430677420224178 -34.595834356651665.-58.43055404851934 -34.595754321095725.-58.429170415994996 -34.594856209137056.-58.429169048292714 -34.594855321740617.-58.42885309135324 -34.594650226376537.-58.428189090786944 -34.59420438912948.-58.427222092428977 -34.593555142559779.-58.426993073540174 -34.593401338108492.-58.426433427276081 -34.593025173585758.-58.426082795342488 -34.592789494518271.-58.425131664801171 -34.592150236625109.-58.424901461554676 -34.591995440769693.-58.424818418626096 -34.591939540808241.-58.424156116950293 -34.591493709003807.-58.423688755535302 -34.591179128638409.-58.423173091810561 -34.590832030160307.-58.422705020803029 -34.590516954479007.-58.422446241212832 -34.590342759024253.-58.422367409883016 -34.5902897028271.-58.422032353109465 -34.590063535522155.-58.421430470459427 -34.589657251680826.-58.420295067853907 -34.588976694615319.-58.419369102644303 -34.588421628466925.-58.418821412672159 -34.588093267259147.-58.418775664614259 -34.588065838770902.-58.418659377924556 -34.587996076425434.-58.417922929277111 -34.587554663930256.-58.416535524065331 -34.586722845415387.-58.415904128849746 -34.586341856256773.-58.414989051429401 -34.585789677910235.-58.414070368792139 -34.58513414775306.-58.413751406754351 -34.584906511723545.-58.413403219674741 -34.584658015329367.-58.412569252552196 -34.584062863316277.-58.412568203577017 -34.584063608380617.-58.412545909028502 -34.584079452037123.-58.411734996056488 -34.58465571020659.-58.410963685453702 -34.58520378883091.-58.4101762661127 -34.58547088870705.-58.409932089054109 -34.585553713616008.-58.408038224764908 -34.586149171504132.-58.408136060979338 -34.586288868932584.-58.408316675627752 -34.586545931652708.-58.407442956244303 -34.587240004156747.-58.40733279316084 -34.587327492626649.-58.406451078770552 -34.587982537978306.-58.405230680537066 -34.58888911920269.-58.40443481652656 -34.589480385063823.-58.404318771741004 -34.589566881789317.-58.403261745008614 -34.590354713460485.-58.402422738282887 -34.590980030429655.-58.401032511360462 -34.591563443685146.-58.40111295152338 -34.591726871044152.-58.401485782832331 -34.592538710692125.-58.40171450067573 -34.593036872962152.-58.40184620141504 -34.593329273340807.-58.402210309333299 -34.594137554531166.-58.402314685528381 -34.594369256519528.-58.402347849210656 -34.594442876702388.-58.40236483831562 -34.594492368951535.-58.402822235461841 -34.595824853903423.-58.403077027109518 -34.596567049576286.-58.403410607702746 -34.597538729083489.-58.403673994383567 -34.598305857793108.-58.40371605634909 -34.598438017970111.-58.403721056585617 -34.598453730736949.-58.40372149602328 -34.598455111960128.-58.403632177054831 -34.598502792955728.-58.403445006357991 -34.598602708302337.-58.403082757865079 -34.598796082493905.-58.402536797352639 -34.599087515176322.-58.402474346304508 -34.599120866605254.-58.402429105076791 -34.60008714868691.-58.40238114531202 -34.600882604961818.-58.402377125640015 -34.600949268268423.-58.402370578750386 -34.601050888272077.-58.402303564439798 -34.602090824215409.-58.402226456589759 -34.603288556934586.-58.402217769088445 -34.603423508463123.-58.402146184415741 -34.604534993620049.-58.402137026598488 -34.604713727926615.-58.402125709358394 -34.604932532961413))",2,Distrito Escolar   II,II,11242.75976570944,6527967.54863683040
"POLYGON ((-58.374891238175806 -34.609192186423996.-58.374859874243505 -34.609938599549068.-58.374859117215713 -34.609962761233078.-58.374852359394509 -34.610178293650719.-58.374850178626033 -34.610247829249161.-58.374844361033212 -34.61043395822621.-58.374836786913036 -34.610672904970016.-58.37478678766297 -34.611477123795865.-58.374724140350978 -34.612483382316938.-58.374713997874203 -34.612651127723183.-58.374643002773041 -34.613816962918641.-58.374637549232794 -34.613907526718059.-58.374576240134992 -34.614926461780414.-58.374568436348177 -34.615056601603783.-58.37455280700479 -34.615606612266433.-58.374541982640473 -34.615987530579872.-58.374533357084935 -34.616088302663769.-58.37452127086312 -34.616230152678646.-58.374448912719721 -34.617079403032726.-58.374438676633787 -34.617253133783166.-58.374431881420691 -34.617368464518641.-58.374428701440046 -34.617422428729974.-58.374412916307328 -34.617675449723706.-58.374365353984885 -34.618437840595476.-58.374361265740916 -34.618517418552592.-58.374301951320334 -34.619665302395362.-58.374295428714952 -34.61979156954137.-58.374229539368706 -34.620630142794944.-58.374223864234558 -34.620760143392829.-58.374214196563884 -34.620980990872638.-58.374212951631804 -34.621009439401121.-58.374176924878334 -34.621504503662401.-58.374159956519243 -34.621737665785183.-58.374160244745383 -34.621755816477027.-58.374163230492002 -34.621943590274405.-58.374165864910879 -34.622110006909587.-58.374128694727041 -34.622764028236183.-58.374119173730925 -34.622931551103868.-58.374106657925111 -34.623151760011702.-58.374108504010572 -34.62325852510709.-58.374109945585047 -34.623344726276279.-58.37403997639035 -34.62425097421287.-58.374028874368726 -34.624436465168607.-58.373999965268951 -34.624918731133647.-58.373967727440494 -34.625456525970797.-58.373965829920856 -34.625558006774369.-58.37396739791334 -34.625558127806357.-58.375057080869361 -34.625642108497168.-58.376224530975527 -34.626269582318983.-58.377262317411514 -34.626827374817132.-58.377985413938219 -34.627213094544388.-58.3780408047054 -34.627242640693403.-58.37837796167851 -34.6274261817763.-58.378421384871885 -34.627449820463767.-58.378493407416869 -34.627489027796905.-58.378934209267193 -34.627603913165196.-58.379018522144875 -34.627625887712675.-58.379082021485793 -34.627642437501159.-58.379199605011223 -34.627673082226828.-58.379576741353695 -34.62777137216122.-58.379612340747364 -34.627780649682663.-58.379797999938482 -34.627783053942494.-58.381428483125539 -34.627804154125151.-58.381432032714407 -34.62780419975919.-58.381443175290791 -34.627804536207535.-58.381792148004934 -34.627815073426831.-58.381831539432156 -34.6278175676877.-58.381841920519186 -34.627818225408348.-58.382164094154113 -34.627838630774079.-58.382397832358812 -34.627853418830348.-58.382401437391337 -34.62785364656326.-58.382718842872933 -34.627859991192985.-58.382731398855569 -34.627860241912344.-58.382809437002855 -34.627861802057524.-58.382810996134928 -34.627862123990823.-58.383107193252187 -34.627923317974172.-58.384151279438719 -34.62813902034511.-58.384328285192254 -34.628175051119655.-58.384594031842511 -34.628229098754929.-58.384613129800194 -34.628232982661046.-58.38544774618989 -34.628389434129929.-58.385682601402927 -34.62842507678829.-58.385719376402072 -34.628430651061322.-58.385896757207874 -34.628457537406213.-58.38702450734695 -34.628652896216373.-58.388094763718826 -34.628838209788078.-58.389293141819465 -34.629045774638698.-58.390048222290815 -34.629176512522548.-58.390925290760038 -34.629328375175923.-58.391194975299683 -34.629390489433298.-58.391643541097615 -34.629493801305344.-58.39172199604252 -34.629508635982582.-58.391724725597157 -34.629494627415177.-58.392097809348385 -34.627579863030739.-58.392149798650465 -34.627313035701775.-58.392159430438923 -34.627263603667565.-58.39229446987364 -34.627287578827676.-58.393206080232304 -34.627449422174401.-58.394292856476817 -34.627642436871319.-58.395345478998259 -34.627829296850706.-58.396737921432127 -34.628074893043532.-58.396806994114947 -34.628087075459653.-58.396805718292569 -34.628092482500904.-58.396542685225647 -34.629196265228316.-58.396446506488431 -34.629599637382093.-58.396446493358226 -34.629599692362724.-58.396296662753336 -34.630228067581591.-58.396259553094602 -34.63036132863467.-58.396257956317541 -34.630367064518289.-58.397745048807543 -34.63064840302502.-58.397750087516719 -34.630649356725591.-58.397814288013983 -34.630481850475832.-58.397995226559708 -34.630018903862094.-58.398193664936784 -34.629511173723294.-58.39859336527428 -34.628408012867801.-58.398594096387086 -34.628405995832431.-58.39870550327835 -34.627556759374109.-58.398756408468905 -34.627168715778225.-58.398897122017878 -34.626096359345745.-58.398913999419825 -34.625972631251081.-58.398978954242821 -34.625495308170677.-58.398996714427582 -34.625364793578612.-58.399017904844499 -34.625209075633634.-58.399035208705833 -34.625081913243605.-58.399085954256748 -34.624708992712421.-58.399094345639327 -34.624647327831759.-58.399232279660318 -34.62363370329561.-58.399275380417954 -34.623418436758094.-58.399303711346128 -34.623276894855486.-58.399313520206178 -34.623227886890739.-58.399440010413855 -34.622668363294814.-58.399572519792066 -34.622082206894468.-58.399749813116266 -34.621265687969661.-58.399827615227693 -34.620907368851562.-58.399861767415601 -34.620535556069363.-58.399939019084009 -34.619694496568968.-58.400039253949323 -34.618603593865586.-58.400293952233717 -34.61861949962563.-58.400980185510953 -34.618667386185791.-58.401052502811389 -34.617869648237111.-58.401072262651958 -34.617644156643294.-58.401167023190176 -34.616560222512355.-58.401258859051921 -34.615510372811947.-58.401291949837052 -34.615131948496831.-58.401351899107659 -34.614446358226729.-58.401353185629624 -34.614431649164352.-58.401353053704241 -34.614431640985032.-58.400901507574183 -34.614404284232329.-58.4001259247433 -34.614357290721919.-58.39985888828754 -34.614341167315537.-58.399289805414945 -34.614309603681349.-58.399029922798107 -34.614295172379933.-58.398781961835432 -34.614281026218158.-58.398778218858517 -34.614280815122811.-58.398848353551379 -34.613352860940104.-58.39886752039839 -34.613129271268988.-58.398884795309193 -34.61292863939547.-58.398962946397745 -34.611984208987302.-58.39897859426538 -34.611794773913573.-58.399038302989432 -34.611176066716489.-58.399058271634708 -34.610969152212647.-58.399062390105961 -34.610884299897549.-58.399065887146023 -34.61081224862378.-58.399071961131106 -34.610687981808049.-58.39907402122801 -34.610645838701473.-58.399102682057361 -34.609698917487805.-58.399100705497098 -34.609698762311005.-58.397589668129875 -34.609581636075625.-58.39738005835882 -34.609565397248232.-58.396644676911606 -34.609508097835516.-58.39649903228392 -34.609498279722693.-58.396286607402693 -34.609483958460878.-58.394863873149902 -34.609387890652037.-58.394612953285133 -34.609370989480588.-58.393373182589436 -34.60927676677138.-58.392840042656225 -34.609236220518667.-58.391960601172322 -34.609169332546685.-58.391951926432498 -34.609288198792342.-58.391951638520119 -34.609292148741602.-58.391407488727033 -34.609253890323153.-58.390552764300907 -34.609193790892526.-58.389792298165077 -34.609140298921261.-58.389758106032076 -34.609137893270386.-58.389172221361314 -34.609078807277264.-58.389055619483926 -34.609067049763539.-58.388507556110149 -34.609011782977468.-58.38817326431586 -34.608978056434268.-58.387968028916561 -34.608958043295765.-58.387801156875419 -34.608941770913212.-58.387742576572435 -34.608933353335175.-58.387741046030456 -34.6089331333446.-58.38765645852402 -34.60892097769252.-58.387480557421206 -34.608896986584782.-58.387317750034676 -34.608874780956548.-58.387229438455741 -34.608856416283189.-58.387227273326282 -34.608856255388751.-58.386275772786391 -34.608785538158934.-58.386143415613191 -34.608776863541983.-58.38598468663681 -34.608766277372538.-58.385063520597136 -34.608704840182604.-58.384865925123684 -34.608688235037263.-58.384707593732955 -34.608674893556483.-58.384092905771368 -34.608627226584822.-58.383797437998354 -34.608604313229534.-58.38360778162464 -34.608589605109096.-58.383464270216592 -34.608577821198921.-58.383304064963191 -34.608564618206159.-58.382687594463796 -34.608516321901568.-58.382249081618241 -34.608481965362728.-58.38216823045002 -34.608475630779623.-58.381970551882354 -34.608458176239814.-58.381792461540961 -34.608442493984619.-58.381343096062942 -34.608414658837212.-58.381308170485248 -34.608412500028599.-58.380887086083156 -34.608386466017421.-58.38071404386573 -34.60837648448593.-58.380712910056651 -34.608376418820257.-58.380491456900486 -34.608369791147908.-58.37995784293927 -34.608340120968357.-58.379806062787083 -34.608331681411215.-58.379753594625697 -34.608328763844227.-58.379355431097686 -34.608306623537352.-58.379217112851862 -34.608297866120935.-58.377809059914036 -34.608211328830514.-58.376956681148258 -34.608160146597783.-58.376399303892093 -34.608126674325213.-58.37628972529145 -34.608120226280967.-58.376203069107923 -34.608115126721522.-58.376188159745546 -34.608114135382465.-58.374992024722481 -34.608034595463742.-58.374981552430981 -34.608033899233881.-58.374981551312281 -34.60803392627632.-58.374963048511397 -34.608378053561417.-58.374930443139597 -34.608603883544845.-58.374909935824 -34.608746268580383.-58.374904224435305 -34.608882489383909.-58.374891238175806 -34.609192186423996))",3,Distrito Escolar   III,III,9643.17465017379,4927409.22641095150
"POLYGON ((-58.401052502811389 -34.617869648237111.-58.400980185510953 -34.618667386185791.-58.400293952233717 -34.61861949962563.-58.400039253949323 -34.618603593865586.-58.399939019084009 -34.619694496568968.-58.399861767415601 -34.620535556069363.-58.399827615227693 -34.620907368851562.-58.399749813116266 -34.621265687969661.-58.399572519792066 -34.622082206894468.-58.399440010413855 -34.622668363294814.-58.399313520206178 -34.623227886890739.-58.399303711346128 -34.623276894855486.-58.399275380417954 -34.623418436758094.-58.399232279660318 -34.62363370329561.-58.399094345639327 -34.624647327831759.-58.399085954256748 -34.624708992712421.-58.399035208705833 -34.625081913243605.-58.399017904844499 -34.625209075633634.-58.398996714427582 -34.625364793578612.-58.398978954242821 -34.625495308170677.-58.398913999419825 -34.625972631251081.-58.398897122017878 -34.626096359345745.-58.398756408468905 -34.627168715778225.-58.39870550327835 -34.627556759374109.-58.398594096387086 -34.628405995832431.-58.39859336527428 -34.628408012867801.-58.398193664936784 -34.629511173723294.-58.397995226559708 -34.630018903862094.-58.397814288013983 -34.630481850475832.-58.397750087516719 -34.630649356725591.-58.397477866618331 -34.631359945024606.-58.397352925626521 -34.631686079769878.-58.397295802082418 -34.631845350393469.-58.39692060403344 -34.632891802899508.-58.396857004350089 -34.63304790033655.-58.396535033411617 -34.633838331271953.-58.396372621810855 -34.634237042733261.-58.396259164744706 -34.634515582026211.-58.39599335645277 -34.635265543931439.-58.395955153119729 -34.635373330457753.-58.396065759390645 -34.635397473742266.-58.396179627193369 -34.635422328136684.-58.397147269846414 -34.635597925650607.-58.397432210347631 -34.635649631678085.-58.398578737830945 -34.635857774193219.-58.398905620735718 -34.635917110559063.-58.400484850948551 -34.636203709992451.-58.401203478061127 -34.636334113119403.-58.402116316584944 -34.636499752077043.-58.402514089609824 -34.636571923387173.-58.402975930492687 -34.63665306795032.-58.403780854109783 -34.636794450578101.-58.40387524122908 -34.636811026698155.-58.405248177095721 -34.637052130569991.-58.405435622316411 -34.637089527414034.-58.405606250164951 -34.637123568159993.-58.406313987674011 -34.637246290074053.-58.407554862692827 -34.637461447310521.-58.409053648873318 -34.637721350219458.-58.410801136106514 -34.638024298780863.-58.411260441493404 -34.638099355026959.-58.411625773341662 -34.638159088159568.-58.411879751310643 -34.638200533265383.-58.412071284523073 -34.638234164419579.-58.413191976992856 -34.638430939495052.-58.414553284692197 -34.638669872272359.-58.415843800286439 -34.638896367910654.-58.41591794931076 -34.638909380676516.-58.416090049905065 -34.638939583417397.-58.416135779107634 -34.638947608351614.-58.41708678329956 -34.639108325292113.-58.417257951809532 -34.639137263122258.-58.418449788187736 -34.639331473398357.-58.418449878705509 -34.639331487854179.-58.418458400450248 -34.639332876454652.-58.418479902207331 -34.639336380025746.-58.418516531651129 -34.639341725301882.-58.4186226160516 -34.639357207108574.-58.419177745838716 -34.639438307750581.-58.419295286001585 -34.639455479648355.-58.419534103949658 -34.639496622163975.-58.419756478451532 -34.639534941432018.-58.420917312189957 -34.639741749404649.-58.420917769141454 -34.639741830690546.-58.421184819696606 -34.638704000864266.-58.421412506890533 -34.637819472518089.-58.421457328530231 -34.637642510290476.-58.421694066919706 -34.636708475572263.-58.42188640612283 -34.635950558200314.-58.422211813157119 -34.634705485506487.-58.422241775535852 -34.634590702752291.-58.422324724587796 -34.634255915490243.-58.422526654205029 -34.633440900187196.-58.422863925425887 -34.63210998067526.-58.422864146144065 -34.632109097337917.-58.423063243117994 -34.631323400112848.-58.423116260601887 -34.631096649702286.-58.423177302259468 -34.630835110846242.-58.423368163355875 -34.62998830177203.-58.423381699192483 -34.629928245992382.-58.423584041498074 -34.629030604422262.-58.423675599911562 -34.628624306658807.-58.423711747442127 -34.628463898183362.-58.423738787513969 -34.628343903692198.-58.423783306640637 -34.628146343259701.-58.423808381585275 -34.62803761159757.-58.423833162520374 -34.627930154469148.-58.423980337627448 -34.627292221444037.-58.42404862639431 -34.626996153766541.-58.424082437867817 -34.626849563457135.-58.424138689849926 -34.626615207115293.-58.424188788047879 -34.626406341491787.-58.424334427454937 -34.625780944608636.-58.424493030899669 -34.625099985030907.-58.424522572679123 -34.624958158223798.-58.42455775058594 -34.624788727492252.-58.424857538710633 -34.623305670914284.-58.424877810041934 -34.623205377632871.-58.425146643186061 -34.621875288280741.-58.425153681369721 -34.621799157552843.-58.425163421716398 -34.621693808387413.-58.425084670006484 -34.621682414269927.-58.424288318880265 -34.621567193782425.-58.424277298379508 -34.621566033764559.-58.424054995524685 -34.621542635183246.-58.424040683166126 -34.621541128849714.-58.423743622748759 -34.62150995360448.-58.423718935418371 -34.621507363093244.-58.423701326848359 -34.621505511316514.-58.423520792437799 -34.621486524133616.-58.422242037732893 -34.621395859086661.-58.422212570869348 -34.621393769688666.-58.422212580743661 -34.621393645293267.-58.42221978801205 -34.621298105885636.-58.422229719249366 -34.621166443982524.-58.422328841597349 -34.62019137218121.-58.422347930035762 -34.62000299106554.-58.422452268523337 -34.618979962284371.-58.422556947832085 -34.617952565875214.-58.422580318177594 -34.617791578129236.-58.422582076254777 -34.617779469659716.-58.422600209659457 -34.617654191643183.-58.422607803248098 -34.617601724903004.-58.422622012986601 -34.617511290766799.-58.422706921881286 -34.616970889793627.-58.422729821025072 -34.616824976627086.-58.422867047171998 -34.615949920184022.-58.422889434086251 -34.615806894109859.-58.422915580212205 -34.615639291475503.-58.422938042426509 -34.61550035073865.-58.423035190087397 -34.614899445037757.-58.423055615904843 -34.614758882809646.-58.423076383112125 -34.614615645209497.-58.423192707033408 -34.614152074628059.-58.423329000859198 -34.613608577776596.-58.423545104615535 -34.612747060839659.-58.423582550827426 -34.612597777984817.-58.423575218866581 -34.612594534051617.-58.423563693321476 -34.612589435409973.-58.422402619353988 -34.612075755225234.-58.42121188591404 -34.611548999198625.-58.421009362312986 -34.611480335892075.-58.420685052325929 -34.611370291175227.-58.419888634058111 -34.611166888944716.-58.419717791295355 -34.611123255007634.-58.41971232476341 -34.611122811375438.-58.419286124074858 -34.611088207375133.-58.41847285941256 -34.611022172258735.-58.418166991686029 -34.610999524964576.-58.41753191696241 -34.610955839327396.-58.417339844422997 -34.610942458287006.-58.416972649711248 -34.610916897865827.-58.415985545404936 -34.610846732517103.-58.415823285609207 -34.610834768551832.-58.41446703125925 -34.610736419107468.-58.413100474638725 -34.61063812071081.-58.411733238821846 -34.610539667000353.-58.410346416939241 -34.610439568773494.-58.409994216893139 -34.610415894922575.-58.409341029072444 -34.610372442776786.-58.409164099011591 -34.610360672672584.-58.408882258054291 -34.610335476887272.-58.408581847882459 -34.610311329606205.-58.408404743031788 -34.610297102797034.-58.407665032460294 -34.610237677378677.-58.405965881275236 -34.610120768197426.-58.405544945238582 -34.610096133655773.-58.40457428821194 -34.61004236383679.-58.403323234422174 -34.609974504858933.-58.401783816600123 -34.609887688955908.-58.401782629332388 -34.609887619853581.-58.40178131232566 -34.609887544376363.-58.401595042856194 -34.609877219868686.-58.401464631796777 -34.60986999072999.-58.400962787129174 -34.609832487558251.-58.400792894593209 -34.609819791208068.-58.400770126405 -34.609818089450584.-58.4004706541768 -34.609799204218945.-58.40007314533144 -34.609774140871572.-58.399102682057361 -34.609698917487805.-58.39907402122801 -34.610645838701473.-58.399071961131106 -34.610687981808049.-58.399065887146023 -34.61081224862378.-58.399062390105961 -34.610884299897549.-58.399058271634708 -34.610969152212647.-58.399038302989432 -34.611176066716489.-58.39897859426538 -34.611794773913573.-58.398962946397745 -34.611984208987302.-58.398884795309193 -34.61292863939547.-58.39886752039839 -34.613129271268988.-58.398848353551379 -34.613352860940104.-58.398778218858517 -34.614280815122811.-58.398781961835432 -34.614281026218158.-58.399029922798107 -34.614295172379933.-58.399289805414945 -34.614309603681349.-58.39985888828754 -34.614341167315537.-58.4001259247433 -34.614357290721919.-58.400901507574183 -34.614404284232329.-58.401353053704241 -34.614431640985032.-58.401353185629624 -34.614431649164352.-58.401351899107659 -34.614446358226729.-58.401291949837052 -34.615131948496831.-58.401258859051921 -34.615510372811947.-58.401167023190176 -34.616560222512355.-58.401072262651958 -34.617644156643294.-58.401052502811389 -34.617869648237111))",6,Distrito Escolar   VI,VI,11136.57533209367,6722144.97832108850
